,z_address,sales_price,sales_date,Lot_size,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,age,build_gen,zestimate,zindexvalue,zipcode,full_bath,other_bath,is_studio
117,27 Cutler Ave,1325000,01/22/2016,2495,3.0,4.0,1622.0,01/28/2016,1325000.0,37.736824,-122.50585600000001,Outer Parkside,9.0,SingleFamily,67.0,8.0,751906.0,981900,94116.0,3.0,0.0,0
118,1535 Oak St APT 2,815000,01/22/2016,3710,1.0,1.0,765.0,01/22/2016,815000.0,37.771928,-122.4446,Haight-Ashbury,12.0,Condominium,92.0,6.0,940621.0,1369500,94117.0,1.0,0.0,0
119,558-560 17TH Ave,1240000,01/22/2016,2996,3.0,5.0,1990.0,01/22/2016,1240000.0,37.777463,-122.47561999999999,Central Richmond,8.0,MultiFamily2To4,100.0,5.0,1810327.0,1485300,94121.0,3.0,0.0,0
120,1722 31st Ave,1700000,01/22/2016,3000,2.0,4.0,1824.0,01/22/2016,1700000.0,37.755071,-122.489092,Central Sunset,6.0,SingleFamily,76.0,8.0,965204.0,1125700,94122.0,2.0,0.0,0
121,17 San Andreas Way,3750000,01/22/2016,11360,4.5,5.0,4095.0,01/22/2016,3750000.0,37.734454,-122.463624,St. Francis Wood,9.0,SingleFamily,79.0,7.0,4381290.0,3056100,94127.0,4.0,0.5,0
122,319 Arleta Ave,417000,01/22/2016,2500,3.0,5.0,1875.0,01/22/2016,417000.0,37.714392,-122.40943200000001,Visitacion Valley,7.0,SingleFamily,27.0,12.0,862924.0,707100,94134.0,3.0,0.0,0
123,4390 26th St,2600000,01/22/2016,1724,3.0,5.0,2837.0,01/22/2016,2600000.0,37.748021,-122.43794299999999,Noe Valley,9.0,SingleFamily,88.0,6.0,2706923.0,1782000,94131.0,3.0,0.0,0
124,250 King St UNIT 1008,825000,01/21/2016,213232,1.0,1.0,787.0,01/21/2016,825000.0,37.777374,-122.393157,South of Market,3.0,Condominium,12.0,14.0,794744.0,975700,94107.0,1.0,0.0,0
125,724 Noe St,1680000,01/21/2016,2827,2.0,3.0,1577.0,01/21/2016,1680000.0,37.757402,-122.432758,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,89.0,6.0,1934498.0,1744100,94114.0,2.0,0.0,0
126,855 La Playa St APT 162,578000,01/21/2016,36683,1.0,1.0,805.0,01/21/2016,578000.0,37.772199,-122.510375,Outer Richmond,4.0,Condominium,34.0,12.0,587098.0,1214000,94121.0,1.0,0.0,0
127,855 La Playa St APT 360,750000,01/21/2016,36683,2.0,2.0,1193.0,01/21/2016,750000.0,37.772199,-122.510375,Outer Richmond,4.0,Condominium,34.0,12.0,851710.0,1214000,94121.0,2.0,0.0,0
128,4220 Irving St,1150000,01/21/2016,2495,2.0,3.0,1675.0,01/21/2016,1150000.0,37.762654,-122.50331200000001,Outer Sunset,7.0,SingleFamily,66.0,9.0,966107.0,1031800,94122.0,2.0,0.0,0
129,1423 Oakdale Ave,638000,01/21/2016,2495,2.0,3.0,1125.0,01/21/2016,638000.0,37.732554,-122.38726000000001,Bayview,4.0,SingleFamily,78.0,7.0,601102.0,731900,94124.0,2.0,0.0,0
130,15 Bishop St,851000,01/21/2016,2500,3.0,4.0,2200.0,01/21/2016,851000.0,37.718594,-122.40395500000001,Visitacion Valley,8.0,SingleFamily,36.0,12.0,873975.0,707100,94134.0,3.0,0.0,0
131,9 Edgar Pl,1175000,01/20/2016,2694,4.0,4.0,1800.0,01/20/2016,1175000.0,37.720695,-122.452421,Ingleside,8.0,SingleFamily,91.0,6.0,937445.0,814200,94112.0,4.0,0.0,0
132,1949 Mcallister St,1505000,01/20/2016,3437,3.0,2.0,2160.0,01/20/2016,1505000.0,37.776786,-122.44404399999999,North Panhandle,7.0,Condominium,116.0,4.0,2315675.0,1231800,94115.0,3.0,0.0,0
133,10 Miller Pl APT 701,1290000,01/19/2016,5236,2.0,2.0,1000.0,01/19/2016,1290000.0,37.793228000000006,-122.40891,Nob Hill,4.0,MultiFamily2To4,53.0,10.0,1795546.0,1459200,94108.0,2.0,0.0,0
134,766 40th Ave,1000000,01/19/2016,3000,1.0,2.0,1034.0,01/19/2016,1000000.0,37.774327,-122.500107,Outer Richmond,5.0,SingleFamily,92.0,6.0,1101153.0,1214000,94121.0,1.0,0.0,0
135,22 Magnolia St,1375000,01/19/2016,1600,1.0,2.0,1231.0,01/19/2016,1375000.0,37.80106,-122.43171000000001,Marina,5.0,Condominium,89.0,6.0,1441734.0,2186800,94123.0,1.0,0.0,0
136,170 King St UNIT 928,1262500,01/15/2016,42969,2.0,2.0,1092.0,01/15/2016,1262500.0,37.77898,-122.391754,South Beach,4.0,Condominium,9.0,14.0,1312018.0,1286900,94107.0,2.0,0.0,0
137,29 Cumberland St,1300000,01/15/2016,2877,1.0,3.0,1525.0,01/15/2016,1300000.0,37.758876,-122.42425800000001,Mission,6.0,Condominium,109.0,4.0,1537770.0,1185400,94110.0,1.0,0.0,0
138,101 Lombard St APT 610W,876500,01/15/2016,113438,1.0,1.0,1030.0,01/15/2016,876500.0,37.803470000000004,-122.40409,Telegraph Hill,4.0,Condominium,32.0,12.0,1028719.0,1238700,94111.0,1.0,0.0,0
139,89 Theresa St,875000,01/15/2016,1799,1.0,2.0,1088.0,01/15/2016,875000.0,37.728438,-122.434292,Mission Terrace,5.0,SingleFamily,93.0,6.0,876871.0,992600,94112.0,1.0,0.0,0
140,2200 Sacramento St APT 901,1125000,01/15/2016,17550,2.0,1.0,952.0,01/15/2016,1125000.0,37.790681,-122.429498,Pacific Heights,4.0,Condominium,52.0,10.0,1170349.0,1910700,94115.0,2.0,0.0,0
141,2299 Sacramento St APT 3,1150000,01/15/2016,6381,1.0,2.0,1406.0,01/15/2016,1150000.0,37.790011,-122.43048,Pacific Heights,5.0,Condominium,103.0,5.0,1262766.0,1910700,94115.0,1.0,0.0,0
142,2133-2137 Pine St,1550000,01/15/2016,2500,7.0,9.0,5085.0,01/15/2016,1550000.0,37.787988,-122.431495,Lower Pacific Heights,15.0,MultiFamily2To4,116.0,4.0,5461047.0,1178700,94115.0,7.0,0.0,0
143,2670 47th Ave,1075000,01/15/2016,2996,3.0,4.0,1546.0,01/15/2016,1075000.0,37.736702,-122.505008,Outer Parkside,7.0,SingleFamily,72.0,8.0,1013806.0,981900,94116.0,3.0,0.0,0
144,107 19th Ave,1150000,01/15/2016,3250,2.0,2.0,1125.0,01/15/2016,1150000.0,37.785783,-122.478874,Lake,4.0,Condominium,95.0,6.0,1292703.0,2244500,94121.0,2.0,0.0,0
145,1501 Greenwich St UNIT 304,1150000,01/15/2016,12161,2.0,2.0,958.0,01/15/2016,1150000.0,37.800090000000004,-122.424682,Cow Hollow,4.0,Condominium,8.0,14.0,1216690.0,2151200,94123.0,2.0,0.0,0
146,1738 Lombard St # T4,1400000,01/15/2016,5844,2.0,2.0,1078.0,01/15/2016,1400000.0,37.800909999999995,-122.430229,Marina,4.0,Condominium,12.0,14.0,1349828.0,2186800,94123.0,2.0,0.0,0
147,3725 Webster St,1963000,01/15/2016,2500,2.0,3.0,1717.0,01/15/2016,1963000.0,37.805118,-122.435725,Marina,13.0,SingleFamily,78.0,7.0,2546902.0,2186800,94123.0,2.0,0.0,0
148,3027 Webster St,2350000,01/15/2016,1816,3.5,3.0,2002.0,01/15/2016,2350000.0,37.798579,-122.43433,Cow Hollow,9.0,SingleFamily,110.0,4.0,2670211.0,2151200,94123.0,3.0,0.5,0
149,1546 Mckinnon Ave,720000,01/15/2016,2500,2.0,4.0,1175.0,01/15/2016,720000.0,37.735509,-122.38806799999999,Bayview,5.0,SingleFamily,76.0,8.0,735339.0,731900,94124.0,2.0,0.0,0
150,478 Los Palmos Dr,1200000,01/15/2016,2644,1.0,3.0,1450.0,01/15/2016,1200000.0,37.734682,-122.45249299999999,Westwood Highlands,6.0,SingleFamily,69.0,8.0,1196619.0,1424100,94127.0,1.0,0.0,0
151,367 Vernon St,1300000,01/15/2016,2495,3.0,4.0,2100.0,01/15/2016,1300000.0,37.719099,-122.468325,Merced Heights,7.0,SingleFamily,79.0,7.0,1042186.0,874200,94132.0,3.0,0.0,0
152,115 Colby St,950000,01/15/2016,1750,3.0,3.0,1753.0,01/15/2016,950000.0,37.728726,-122.413656,Portola,7.0,SingleFamily,46.0,11.0,953825.0,888400,94134.0,3.0,0.0,0
153,138 Bronte St,1045000,01/14/2016,1751,1.0,2.0,1077.0,01/14/2016,1045000.0,37.737634,-122.410499,Bernal Heights,6.0,SingleFamily,66.0,9.0,1118463.0,1248000,94110.0,1.0,0.0,0
154,1819 26th Ave,1000000,01/14/2016,2996,1.0,2.0,1175.0,01/14/2016,1000000.0,37.753479999999996,-122.484273,Central Sunset,5.0,SingleFamily,77.0,7.0,1205558.0,1125700,94122.0,1.0,0.0,0
155,2421 Franklin St,2400000,01/14/2016,3034,4.0,4.0,2193.0,01/14/2016,2400000.0,37.79675,-122.425354,Pacific Heights,8.0,Condominium,94.0,6.0,2765504.0,1910700,94123.0,4.0,0.0,0
156,2865 Vallejo St,7450000,01/14/2016,3436,2.0,3.0,2230.0,01/14/2016,7450000.0,37.79376,-122.44438500000001,Pacific Heights,9.0,SingleFamily,91.0,6.0,8086133.0,1910700,94123.0,2.0,0.0,0
157,1455 Oakdale Ave,935000,01/14/2016,2495,3.0,5.0,1594.0,01/14/2016,935000.0,37.732869,-122.38781499999999,Bayview,8.0,SingleFamily,52.0,10.0,769558.0,731900,94124.0,3.0,0.0,0
158,1920 Jones St,1950000,01/14/2016,2100,2.0,3.0,1675.0,01/14/2016,1950000.0,37.799094000000004,-122.41542,Russian Hill,6.0,Condominium,110.0,4.0,2406148.0,1630000,94133.0,2.0,0.0,0
159,231 Clinton Park,1380000,01/13/2016,2687,1.0,2.0,1440.0,01/13/2016,1380000.0,37.768869,-122.425243,Mission,5.0,Condominium,94.0,6.0,1370100.0,1185400,94103.0,1.0,0.0,0
160,721 Delano Ave,700000,01/13/2016,2121,1.0,1.0,1210.0,01/13/2016,700000.0,37.719729,-122.44508300000001,Outer Mission,5.0,SingleFamily,86.0,7.0,642354.0,814200,94112.0,1.0,0.0,0
161,324 Chicago Way,990000,01/13/2016,3231,1.0,3.0,1465.0,01/13/2016,990000.0,37.709610999999995,-122.43312900000001,Crocker Amazon,7.0,SingleFamily,92.0,6.0,911446.0,823000,94112.0,1.0,0.0,0
162,2470 Broadway St,6500000,01/13/2016,3781,5.0,5.0,3851.0,01/13/2016,6500000.0,37.794209,-122.437789,Pacific Heights,13.0,SingleFamily,106.0,5.0,7868171.0,1910700,94115.0,5.0,0.0,0
163,528 34th Ave,2240000,01/13/2016,3000,6.0,8.0,4158.0,01/13/2016,2240000.0,37.779053000000005,-122.49400700000001,Outer Richmond,15.0,Duplex,29.0,12.0,2357494.0,1214000,94121.0,6.0,0.0,0
164,2425 Lincoln Way,1265000,01/13/2016,2500,1.0,2.0,1535.0,01/13/2016,1265000.0,37.764874,-122.48423100000001,Central Sunset,6.0,SingleFamily,93.0,6.0,1403499.0,1125700,94122.0,1.0,0.0,0
165,2828 Divisadero St,8400000,01/13/2016,3502,5.5,5.0,5590.0,01/13/2016,8400000.0,37.795784999999995,-122.441671,Cow Hollow,11.0,SingleFamily,104.0,5.0,10255025.0,2151200,94123.0,5.0,0.5,0
166,2130 Quesada Ave,680000,01/13/2016,2500,2.0,4.0,995.0,01/13/2016,680000.0,37.738125,-122.399345,Silver Terrace,5.0,SingleFamily,72.0,8.0,676584.0,736700,94124.0,2.0,0.0,0
167,59 Manor Dr,1250000,01/13/2016,3009,1.5,3.0,1575.0,01/13/2016,1250000.0,37.727581,-122.46476100000001,Mount Davidson Manor,7.0,SingleFamily,86.0,7.0,1324789.0,1378600,94127.0,1.0,0.5,0
168,22 Liberty St,1389000,01/12/2016,5750,1.0,3.0,1379.0,01/12/2016,1389000.0,37.757909999999995,-122.42182700000001,Mission,6.0,Condominium,137.0,1.0,1410141.0,1185400,94110.0,1.0,0.0,0
169,601 Capitol Ave,800000,01/12/2016,3438,2.0,4.0,2008.0,01/12/2016,800000.0,37.715924,-122.45925700000001,Oceanview,7.0,SingleFamily,39.0,11.0,912149.0,762700,94112.0,2.0,0.0,0
170,1621 Mcallister St,2400000,01/12/2016,2840,2.0,7.0,3974.0,01/12/2016,2400000.0,37.777505,-122.43878500000001,North Panhandle,12.0,Duplex,116.0,4.0,2909727.0,1231800,94115.0,2.0,0.0,0
171,554 46th Ave,665000,01/12/2016,644,1.0,2.0,830.0,01/12/2016,665000.0,37.778042,-122.50666100000001,Outer Richmond,5.0,SingleFamily,116.0,4.0,842718.0,1214000,94121.0,1.0,0.0,0
172,12 Las Villas Ct,570000,01/12/2016,1050,3.0,3.0,1480.0,01/12/2016,570000.0,37.733425,-122.385585,Bayview,7.0,SingleFamily,21.0,13.0,715042.0,731900,94124.0,3.0,0.0,0
173,620 29th St,1050000,01/12/2016,2848,2.0,5.0,1365.0,01/12/2016,1050000.0,37.743503000000004,-122.43397399999999,Noe Valley,9.0,SingleFamily,103.0,5.0,1562425.0,1782000,94131.0,2.0,0.0,0
174,383 Missouri St,1310000,01/11/2016,2500,1.0,2.0,1625.0,01/11/2016,1310000.0,37.761581,-122.39611699999999,Potrero Hill,6.0,Condominium,112.0,4.0,1536488.0,1277600,94107.0,1.0,0.0,0
175,1250 Clay St APT 306,695000,01/11/2016,22394,1.0,1.0,541.0,01/11/2016,695000.0,37.793575,-122.41367,Nob Hill,3.0,Condominium,66.0,9.0,554249.0,1459200,94108.0,1.0,0.0,0
176,1177 California St APT 1212,1200000,01/11/2016,31662,1.0,1.0,1056.0,01/11/2016,1200000.0,37.791089,-122.41365800000001,Downtown,3.0,Condominium,38.0,11.0,1120826.0,807800,94108.0,1.0,0.0,0
177,1200 Gough St APT 16D,825000,01/11/2016,44676,1.0,1.0,900.0,01/11/2016,825000.0,37.78482,-122.423994,Van Ness - Civic Center,4.0,Condominium,50.0,10.0,842526.0,855500,94109.0,1.0,0.0,0
178,39 Bradford St,1250000,01/11/2016,1498,1.0,2.0,775.0,01/11/2016,1250000.0,37.742618,-122.409173,Bernal Heights,4.0,SingleFamily,69.0,8.0,990518.0,1248000,94110.0,1.0,0.0,0
179,111 Harold Ave,720000,01/11/2016,1873,1.0,2.0,1087.0,01/11/2016,720000.0,37.720294,-122.453327,Ingleside,4.0,SingleFamily,69.0,8.0,641720.0,814200,94112.0,1.0,0.0,0
180,86 Restani Way,1054000,01/11/2016,2247,3.5,3.0,2781.0,01/11/2016,1054000.0,37.718283,-122.44368899999999,Outer Mission,8.0,SingleFamily,62.0,9.0,1096512.0,814200,94112.0,3.0,0.5,0
181,355 1st St UNIT 1702,1570000,01/08/2016,38571,2.0,2.0,1166.0,01/08/2016,1570000.0,37.787029,-122.3936,South Beach,4.0,Condominium,12.0,14.0,1576063.0,1286900,94105.0,2.0,0.0,0
182,88 King St APT 103,1370000,01/08/2016,82157,3.0,3.0,1466.0,01/08/2016,1370000.0,37.78063,-122.38963500000001,South Beach,6.0,Condominium,16.0,14.0,1527589.0,1286900,94107.0,3.0,0.0,0
183,81 Frank Norris St UNIT 504,718000,01/08/2016,6909,1.0,1.0,800.0,01/08/2016,718000.0,37.789081,-122.420051,Downtown,4.0,Condominium,9.0,14.0,767342.0,807800,94109.0,1.0,0.0,0
184,72 Crescent Ave,1625000,01/08/2016,3123,3.0,4.0,3000.0,01/08/2016,1625000.0,37.734991,-122.42276000000001,Bernal Heights,7.0,SingleFamily,65.0,9.0,1616808.0,1248000,94110.0,3.0,0.0,0
185,1316-1318 Guerrero St,1706000,01/08/2016,3123,5.0,6.0,4000.0,01/08/2016,1706000.0,37.749990999999994,-122.423045,Mission,14.0,Duplex,91.0,6.0,2101275.0,1185400,94110.0,5.0,0.0,0
186,3532 23rd St,1900000,01/08/2016,2848,1.0,2.0,1375.0,01/08/2016,1900000.0,37.753856,-122.422349,Mission,10.0,SingleFamily,116.0,4.0,1466310.0,1185400,94110.0,1.0,0.0,0
187,1406 Golden Gate Ave,1200000,01/08/2016,11243,3.0,3.0,1628.0,01/08/2016,1200000.0,37.779515,-122.433995,Western Addition,6.0,Condominium,131.0,2.0,1567139.0,983400,94115.0,3.0,0.0,0
188,1833 Laguna St,5500000,01/08/2016,3436,4.5,5.0,4400.0,01/08/2016,5500000.0,37.788072,-122.42897099999999,Lower Pacific Heights,9.0,SingleFamily,116.0,4.0,5243295.0,1178700,94115.0,4.0,0.5,0
189,1576 Waller St,1495000,01/08/2016,2500,1.0,3.0,1668.0,01/08/2016,1495000.0,37.768882,-122.45008,Haight-Ashbury,8.0,Condominium,116.0,4.0,1379568.0,1369500,94117.0,1.0,0.0,0
190,1558 45th Ave,930000,01/08/2016,3000,2.0,2.0,1370.0,01/08/2016,930000.0,37.757512,-122.504319,Outer Sunset,8.0,SingleFamily,59.0,9.0,1009450.0,1031800,94122.0,2.0,0.0,0
191,2165 Revere Ave,1040000,01/08/2016,4400,1.5,3.0,1125.0,01/08/2016,1040000.0,37.737460999999996,-122.400912,Silver Terrace,5.0,SingleFamily,91.0,6.0,709660.0,736700,94124.0,1.0,0.5,0
192,95 Red Rock Way APT 303M,530000,01/08/2016,6833,1.0,0.0,592.0,01/08/2016,530000.0,37.746324,-122.44151699999999,Diamond Heights,2.0,Condominium,44.0,11.0,522263.0,1098500,94131.0,1.0,0.0,1
193,270 Bright St,750000,01/08/2016,2500,1.0,2.0,1010.0,01/08/2016,750000.0,37.715614,-122.46323799999999,Ingleside Heights,4.0,SingleFamily,88.0,6.0,682958.0,710500,94132.0,1.0,0.0,0
194,1097 Howard St UNIT 303,975000,01/07/2016,11695,1.0,1.0,1056.0,01/07/2016,975000.0,37.777996,-122.40891200000002,South of Market,2.0,Condominium,18.0,13.0,1052006.0,975700,94103.0,1.0,0.0,0
195,260 King St UNIT 605,1475000,01/07/2016,213232,2.0,2.0,1488.0,01/07/2016,1475000.0,37.777640999999996,-122.393417,South of Market,4.0,Condominium,12.0,14.0,1548707.0,975700,94107.0,2.0,0.0,0
196,930 Ashbury St,2278000,01/07/2016,2996,4.0,4.0,2510.0,01/07/2016,2278000.0,37.765122999999996,-122.445719,Parnassus - Ashbury,10.0,SingleFamily,99.0,5.0,2793185.0,2151400,94117.0,4.0,0.0,0
197,133 Richardson Ave,2080000,01/07/2016,2931,3.0,3.0,2323.0,01/07/2016,2080000.0,37.799890000000005,-122.44683899999998,Cow Hollow,6.0,SingleFamily,77.0,7.0,4266420.0,2151200,94123.0,3.0,0.0,0
198,3315 Pierce St,2500000,01/07/2016,2500,3.5,3.0,2255.0,01/07/2016,2500000.0,37.80065,-122.43978600000001,Marina,7.0,SingleFamily,91.0,6.0,3437198.0,2186800,94123.0,3.0,0.5,0
199,601 Van Ness Ave APT 201,555000,01/06/2016,105806,1.0,1.0,750.0,01/06/2016,555000.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,34.0,12.0,604402.0,855500,94102.0,1.0,0.0,0
200,260 King St UNIT 1009,750000,01/06/2016,213232,1.0,1.0,823.0,01/06/2016,750000.0,37.777190999999995,-122.393394,South of Market,3.0,Condominium,12.0,14.0,812706.0,975700,94107.0,1.0,0.0,0
201,728 Alabama St APT 105,655000,01/06/2016,5722,1.0,1.0,642.0,01/06/2016,655000.0,37.760025,-122.412025,Mission,3.0,Condominium,21.0,13.0,679113.0,1185400,94110.0,1.0,0.0,0
202,50-52 Roscoe St,1735000,01/06/2016,2247,2.0,4.0,2150.0,01/06/2016,1735000.0,37.734268,-122.419017,Bernal Heights,10.0,MultiFamily2To4,53.0,10.0,1496302.0,1248000,94110.0,2.0,0.0,0
203,14 Stoneyford Ave,650000,01/06/2016,2291,1.0,3.0,1158.0,01/06/2016,650000.0,37.730923,-122.421186,Excelsior,6.0,SingleFamily,74.0,8.0,799134.0,767600,94112.0,1.0,0.0,0
204,324 Hanover St,700000,01/06/2016,2663,1.0,2.0,1325.0,01/06/2016,700000.0,37.70932,-122.443403,Crocker Amazon,5.0,SingleFamily,89.0,6.0,669644.0,823000,94112.0,1.0,0.0,0
205,1760 Ofarrell St APT 18,838000,01/06/2016,22344,2.0,2.0,1061.0,01/06/2016,838000.0,37.783415000000005,-122.43399,Western Addition,5.0,Condominium,32.0,12.0,941125.0,983400,94115.0,2.0,0.0,0
206,811 40th Ave,880000,01/06/2016,2688,1.0,2.0,1095.0,01/06/2016,880000.0,37.773410999999996,-122.50067800000001,Outer Richmond,5.0,SingleFamily,102.0,5.0,921916.0,1214000,94121.0,1.0,0.0,0
207,938-940 Market St,760000,01/05/2016,5287,1.0,1.0,741.0,11/25/2009,310000.0,37.783908000000004,-122.40888899999999,Downtown,4.0,Condominium,2.0,14.0,675023.0,807800,94102.0,1.0,0.0,0
208,632 Mississippi St,1420000,01/05/2016,2495,1.0,2.0,1100.0,01/05/2016,1420000.0,37.758382,-122.39449499999999,Potrero Hill,5.0,SingleFamily,94.0,6.0,1125336.0,1277600,94107.0,1.0,0.0,0
209,7 Lee Ave,1100000,01/05/2016,1873,3.0,2.0,1370.0,01/05/2016,1100000.0,37.718407,-122.45433899999999,Ingleside,4.0,SingleFamily,92.0,6.0,796210.0,814200,94112.0,3.0,0.0,0
210,2223 44th Ave,1325000,01/05/2016,2996,2.0,3.0,2121.0,01/05/2016,1325000.0,37.7451,-122.50303400000001,Outer Parkside,9.0,SingleFamily,77.0,7.0,1057428.0,981900,94116.0,2.0,0.0,0
211,1626 32nd Ave,1425000,01/05/2016,3000,3.0,4.0,2100.0,01/05/2016,1425000.0,37.756819,-122.490297,Central Sunset,9.0,SingleFamily,81.0,7.0,1327770.0,1125700,94122.0,3.0,0.0,0
212,1387 14th Ave,1655000,01/05/2016,2495,2.0,4.0,1926.0,01/05/2016,1655000.0,37.762208,-122.471851,Inner Sunset,8.0,SingleFamily,85.0,7.0,1356873.0,1357900,94122.0,2.0,0.0,0
213,1765 15th Ave,2250000,01/05/2016,3382,3.5,5.0,3114.0,01/05/2016,2250000.0,37.755478000000004,-122.472504,Golden Gate Heights,8.0,SingleFamily,35.0,12.0,2203281.0,1476600,94122.0,3.0,0.5,0
214,1243 Quesada Ave,610000,01/05/2016,2500,1.0,2.0,1250.0,01/05/2016,610000.0,37.728318,-122.383131,Bayview,7.0,SingleFamily,89.0,6.0,608199.0,731900,94124.0,1.0,0.0,0
215,423-425 28TH St #201,1589000,01/05/2016,2850,2.0,3.0,1875.0,01/05/2016,1589000.0,37.744745,-122.43186999999999,Noe Valley,7.0,Condominium,35.0,12.0,2119279.0,1782000,94131.0,2.0,0.0,0
216,8200 Oceanview Ter APT 204,510000,01/05/2016,325629,1.0,1.0,688.0,01/05/2016,510000.0,37.71048,-122.46764499999999,Ingleside Heights,3.0,Condominium,14.0,14.0,523731.0,710500,94132.0,1.0,0.0,0
217,851 Van Ness Ave APT 104,641000,01/04/2016,13170,2.0,2.0,1227.0,01/04/2016,641000.0,37.78352,-122.421356,Van Ness - Civic Center,3.0,Condominium,14.0,14.0,1118435.0,855500,94109.0,2.0,0.0,0
218,54 Marston Ave,1650000,01/04/2016,2813,5.0,5.0,2500.0,01/04/2016,1650000.0,37.727716,-122.445802,Sunnyside,7.0,SingleFamily,89.0,6.0,1634358.0,1038200,94112.0,5.0,0.0,0
219,2151 Laguna St # 2,4500000,01/04/2016,8769,2.0,3.0,2624.0,01/04/2016,4500000.0,37.791114,-122.42958600000001,Pacific Heights,7.0,Condominium,97.0,5.0,3220249.0,1910700,94115.0,2.0,0.0,0
220,28 Williams Ave,660000,01/04/2016,1250,2.0,2.0,1250.0,01/04/2016,660000.0,37.729496999999995,-122.39318300000001,Bayview,5.0,SingleFamily,86.0,7.0,593699.0,731900,94124.0,2.0,0.0,0
221,304 Gold Mine Dr,1651000,01/04/2016,3197,3.0,5.0,2504.0,01/04/2016,1651000.0,37.740484,-122.43896399999998,Diamond Heights,7.0,SingleFamily,48.0,10.0,1844348.0,1098500,94131.0,3.0,0.0,0
222,180 7th St # 408,550000,12/31/2015,11374,1.0,1.0,470.0,12/31/2015,550000.0,37.778082,-122.410082,South of Market,3.0,Condominium,23.0,13.0,540858.0,975700,94103.0,1.0,0.0,0
223,961 San Bruno Ave,980000,12/31/2015,1920,2.0,2.0,1309.0,12/31/2015,980000.0,37.757433,-122.404508,Mission,6.0,SingleFamily,88.0,6.0,1100483.0,1185400,94110.0,2.0,0.0,0
224,591 27th Ave,897000,12/31/2015,1760,1.0,2.0,900.0,12/31/2015,897000.0,37.778299,-122.48696899999999,Central Richmond,4.0,SingleFamily,100.0,5.0,1006445.0,1485300,94121.0,1.0,0.0,0
225,520 El Camino Del Mar,6100000,12/31/2015,6926,5.5,6.0,4840.0,12/31/2015,6100000.0,37.787975,-122.48886200000001,Sea Cliff,12.0,SingleFamily,89.0,6.0,8166551.0,4464800,94121.0,5.0,0.5,0
226,19 Bridgeview Dr,640000,12/31/2015,2062,2.0,3.0,1092.0,12/31/2015,640000.0,37.7342,-122.394079,Silver Terrace,5.0,SingleFamily,71.0,8.0,811298.0,736700,94124.0,2.0,0.0,0
227,446 Chenery St,1064000,12/31/2015,2500,1.0,1.0,977.0,12/31/2015,1064000.0,37.736154,-122.42973899999998,Glen Park,5.0,SingleFamily,104.0,5.0,1517423.0,1660200,94131.0,1.0,0.0,0
228,114 Clearfield Dr,1350000,12/31/2015,3136,2.0,3.0,1790.0,12/31/2015,1350000.0,37.731595,-122.491148,Lakeshore,7.0,SingleFamily,64.0,9.0,1351895.0,1264800,94132.0,2.0,0.0,0
229,1070 Green St APT 1402,2600000,12/31/2015,8721,2.5,3.0,2017.0,12/31/2015,2600000.0,37.798792,-122.416797,Russian Hill,6.0,Condominium,52.0,10.0,3135441.0,1630000,94133.0,2.0,0.5,0
230,1 Crescent Way APT 1402,660000,12/31/2015,42105,2.0,2.0,1063.0,12/31/2015,660000.0,37.71085,-122.39018200000001,Bayview,5.0,Condominium,14.0,14.0,611960.0,731900,94134.0,2.0,0.0,0
231,181 Ofarrell St STE 514,978000,12/30/2015,18882,1.5,1.0,1080.0,12/30/2015,978000.0,37.786190000000005,-122.40763000000001,Downtown,5.0,MultiFamily2To4,9.0,14.0,1012206.0,807800,94102.0,1.0,0.5,0
232,355 1st St UNIT 1503,1124500,12/30/2015,38571,1.0,1.0,795.0,01/03/2016,1124500.0,37.787029,-122.3936,South Beach,3.0,Condominium,12.0,14.0,1021145.0,1286900,94105.0,1.0,0.0,0
233,355 1st St UNIT 1602,1500000,12/30/2015,38571,2.0,2.0,1239.0,12/30/2015,1500000.0,37.787029,-122.393638,South Beach,4.0,MultiFamily2To4,11.0,14.0,1650793.0,1286900,94105.0,2.0,0.0,0
234,2250 24th St APT 319,675000,12/30/2015,80224,1.0,2.0,809.0,12/30/2015,675000.0,37.753904999999996,-122.40202,Potrero Hill,4.0,Condominium,26.0,12.0,715661.0,1277600,94107.0,1.0,0.0,0
235,638 19th St UNIT 10,1525000,12/30/2015,14761,2.5,3.0,1467.0,12/30/2015,1525000.0,37.762084,-122.389007,Central Waterfront - Dogpatch,5.0,Condominium,8.0,14.0,1472569.0,1129000,94107.0,2.0,0.5,0
236,270 Nevada St,2075000,12/30/2015,1750,4.0,3.0,2371.0,12/30/2015,2075000.0,37.738665000000005,-122.411652,Bernal Heights,6.0,SingleFamily,115.0,4.0,1886914.0,1248000,94110.0,4.0,0.0,0
237,1988 Alemany Blvd,860000,12/30/2015,1646,1.0,3.0,1466.0,12/30/2015,860000.0,37.72044,-122.43968999999998,Mission Terrace,7.0,SingleFamily,76.0,7.0,841301.0,992600,94112.0,1.0,0.0,0
