,z_address,sales_price,sales_date,Lot_size,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,age,build_gen,zestimate,zindexvalue,zipcode,full_bath,other_bath,is_studio
9449,879 Sanchez St,1460000,01/08/2013,1934,3.0,3.0,1495.0,01/08/2013,1460000.0,37.755019,-122.42975200000001,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,51.0,10.0,2660790.0,1718500,94114.0,3.0,0.0,0
9450,2118 46th Ave,750000,01/08/2013,2935,2.0,2.0,1566.0,01/08/2013,750000.0,37.746965,-122.504658,Outer Parkside,6.0,SingleFamily,74.0,7.0,991279.0,982900,94116.0,2.0,0.0,0
9451,509 Central Ave,855000,01/08/2013,1776,1.0,2.0,1173.0,10/26/2015,1225000.0,37.774353000000005,-122.444686,North Panhandle,5.0,Condominium,101.0,5.0,1216513.0,1211900,94117.0,1.0,0.0,0
9452,3320 California St APT 3,1850000,01/08/2013,3049,3.0,4.0,2583.0,01/08/2013,1850000.0,37.787236,-122.449349,Presidio Heights,11.0,Condominium,13.0,14.0,3578925.0,5244900,94118.0,3.0,0.0,0
9453,1443 42nd Ave,649000,01/08/2013,2996,1.0,2.0,1350.0,01/08/2013,649000.0,37.759771,-122.50190900000001,Outer Sunset,6.0,SingleFamily,74.0,7.0,1044980.0,1030300,94122.0,1.0,0.0,0
9454,2955 Octavia St,2160000,01/08/2013,2495,3.0,3.0,2285.0,03/12/2015,2500000.0,37.799558000000005,-122.42953899999999,Cow Hollow,8.0,SingleFamily,115.0,4.0,3085200.0,2134300,94123.0,3.0,0.0,0
9455,15 Le Conte Cir,460000,01/08/2013,2923,2.5,4.0,2074.0,12/18/2014,635000.0,37.71772,-122.395224,Bayview,8.0,SingleFamily,13.0,14.0,863151.0,719000,94124.0,2.0,0.5,0
9456,490 Ellington Ave,582000,01/07/2013,6850,5.0,5.0,3088.0,01/07/2013,582000.0,37.711405,-122.448197,Outer Mission,11.0,SingleFamily,96.0,5.0,1244940.0,804400,94112.0,5.0,0.0,0
9457,1246 Alemany Blvd,605000,01/07/2013,2356,1.0,3.0,1370.0,01/07/2013,605000.0,37.730593,-122.432084,Mission Terrace,7.0,SingleFamily,82.0,7.0,1022312.0,986000,94112.0,1.0,0.0,0
9458,2110 34th Ave,621000,01/07/2013,1437,1.0,2.0,800.0,01/07/2013,621000.0,37.747667,-122.49191599999999,Parkside,4.0,SingleFamily,70.0,8.0,837401.0,1094000,94116.0,1.0,0.0,0
9459,373 6th Ave,1100000,01/07/2013,0,3.0,3.0,1670.0,01/07/2013,1100000.0,37.781616,-122.46479699999999,Inner Richmond,6.0,SingleFamily,3.0,15.0,1412020.0,1679000,94118.0,3.0,0.0,0
9460,1090 Ingerson Ave,638000,01/07/2013,2500,3.0,2.0,2057.0,01/07/2013,638000.0,37.720247,-122.394488,Bayview,7.0,SingleFamily,10.0,14.0,878011.0,719000,94124.0,3.0,0.0,0
9461,3089 22nd St # 3,889000,01/04/2013,2500,2.0,3.0,1399.0,01/04/2013,889000.0,37.755359000000006,-122.416275,Mission,5.0,Condominium,3.0,15.0,1639893.0,1167700,94110.0,2.0,0.0,0
9462,3089 22nd St # 1,949000,01/04/2013,2500,2.0,3.0,1355.0,01/04/2013,949000.0,37.755359000000006,-122.416275,Mission,6.0,Condominium,4.0,14.0,1603415.0,1167700,94110.0,2.0,0.0,0
9463,378 Madrid St,273000,01/04/2013,2500,2.0,4.0,1535.0,01/04/2013,273000.0,37.723627,-122.431627,Excelsior,9.0,MultiFamily2To4,106.0,4.0,884654.0,757400,94112.0,2.0,0.0,0
9464,26 Athens St,570000,01/04/2013,2495,3.0,5.0,1304.0,01/04/2013,570000.0,37.727767,-122.42414199999999,Excelsior,8.0,MultiFamily2To4,62.0,9.0,838212.0,757400,94112.0,3.0,0.0,0
9465,245 Persia Ave,632000,01/04/2013,2500,1.0,3.0,1725.0,01/04/2013,632000.0,37.722221000000005,-122.43378200000001,Excelsior,6.0,SingleFamily,64.0,8.0,810697.0,757400,94112.0,1.0,0.0,0
9466,2410 Great Hwy,1198000,01/04/2013,2683,3.5,4.0,2303.0,01/04/2013,1198000.0,37.741409000000004,-122.50644199999999,Outer Parkside,8.0,SingleFamily,64.0,8.0,1264591.0,982900,94116.0,3.0,0.5,0
9467,1046 Anza St,1705000,01/04/2013,1624,3.5,4.0,2470.0,01/04/2013,1705000.0,37.779496,-122.459598,Inner Richmond,8.0,SingleFamily,99.0,5.0,1944293.0,1679000,94118.0,3.0,0.5,0
9468,425-427 25TH Ave #1,545000,01/04/2013,3000,2.0,2.0,987.0,09/19/2014,700000.0,37.78145,-122.48518999999999,Central Richmond,4.0,Condominium,32.0,12.0,1004708.0,1480400,94121.0,2.0,0.0,0
9469,1233 20th Ave,685000,01/04/2013,3060,4.0,4.0,2115.0,01/04/2013,685000.0,37.764675,-122.478614,Central Sunset,7.0,Condominium,12.0,14.0,1417083.0,1111300,94122.0,4.0,0.0,0
9470,1587 34th Ave,1000000,01/04/2013,2589,2.0,3.0,2343.0,01/04/2013,1000000.0,37.757543,-122.49311200000001,Central Sunset,6.0,SingleFamily,80.0,7.0,1228236.0,1111300,94122.0,2.0,0.0,0
9471,122 Bridgeview Dr,605000,01/04/2013,3959,2.0,3.0,1323.0,01/04/2013,605000.0,37.735141999999996,-122.395909,Silver Terrace,6.0,SingleFamily,58.0,9.0,892951.0,720300,94124.0,2.0,0.0,0
9472,869 Darien Way,960000,01/04/2013,6821,2.0,3.0,1739.0,06/20/2013,240000.0,37.729494,-122.46218999999999,Mount Davidson Manor,6.0,SingleFamily,61.0,9.0,1763009.0,1370500,94127.0,2.0,0.0,0
9473,117 Manchester St,685000,01/03/2013,2000,1.0,1.0,640.0,08/01/2014,1030000.0,37.744642999999996,-122.41388700000002,Bernal Heights,4.0,SingleFamily,108.0,4.0,1104281.0,1214400,94110.0,1.0,0.0,0
9474,859 Moultrie St,820000,01/02/2013,1750,3.0,3.0,1223.0,01/02/2013,820000.0,37.733843,-122.416076,Bernal Heights,5.0,SingleFamily,113.0,4.0,1396442.0,1214400,94110.0,3.0,0.0,0
9475,2625 Clement St APT 201,370000,01/02/2013,2500,1.0,2.0,690.0,01/02/2013,370000.0,37.781651000000004,-122.48753300000001,Central Richmond,4.0,Condominium,31.0,12.0,725478.0,1480400,94121.0,1.0,0.0,0
9476,1054 Ingerson Ave,320000,01/02/2013,2529,1.0,1.0,774.0,01/02/2013,320000.0,37.719888,-122.393855,Bayview,3.0,SingleFamily,100.0,5.0,498038.0,719000,94124.0,1.0,0.0,0
9477,601 Van Ness Ave APT 846,427000,12/31/2012,871,1.0,1.0,733.0,12/31/2012,427000.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,30.0,12.0,611875.0,839200,94102.0,1.0,0.0,0
9478,55 Page St APT 424,676000,12/31/2012,25801,1.0,1.0,866.0,12/31/2012,676000.0,37.773891,-122.421875,Van Ness - Civic Center,5.0,Condominium,4.0,14.0,1067344.0,839200,94102.0,1.0,0.0,0
9479,425 1st St UNIT 3304,525000,12/31/2012,56023,1.0,1.0,605.0,12/31/2012,525000.0,37.786064,-122.392173,South Beach,3.0,Condominium,4.0,14.0,910980.0,1269100,94105.0,1.0,0.0,0
9480,425 1st St UNIT 2501,775000,12/31/2012,56023,1.0,1.0,837.0,06/12/2015,1139000.0,37.786064,-122.392173,South Beach,3.0,Condominium,7.0,14.0,1168797.0,1269100,94105.0,1.0,0.0,0
9481,188 Minna St APT 29C,2150000,12/31/2012,33056,2.0,2.0,1670.0,12/31/2012,2150000.0,37.786289000000004,-122.401374,Yerba Buena,5.0,Condominium,7.0,14.0,3397831.0,993200,94105.0,2.0,0.0,0
9482,229 Brannan St UNIT 6E,1050000,12/31/2012,3485,2.0,2.0,1063.0,12/31/2012,1050000.0,37.782575,-122.39036399999999,South Beach,5.0,Condominium,10.0,14.0,1517396.0,1269100,94107.0,2.0,0.0,0
9483,1 Daniel Burnham Ct APT 1106,520000,12/31/2012,25700,1.0,1.0,750.0,12/31/2012,520000.0,37.786755,-122.4225,Van Ness - Civic Center,3.0,Condominium,24.0,12.0,758970.0,839200,94109.0,1.0,0.0,0
9484,108 San Jose Ave # 2,883000,12/31/2012,2305,2.0,3.0,1292.0,12/31/2012,883000.0,37.753035,-122.421815,Mission,6.0,Condominium,11.0,14.0,1398232.0,1167700,94110.0,2.0,0.0,0
9485,936 Esmeralda Ave,1275000,12/31/2012,4430,3.0,3.0,1772.0,12/31/2012,1275000.0,37.743557,-122.409484,Bernal Heights,6.0,SingleFamily,44.0,10.0,2894358.0,1214400,94110.0,3.0,0.0,0
9486,101 S Hill Blvd,600000,12/31/2012,4660,1.0,2.0,1641.0,12/31/2012,600000.0,37.710674,-122.43103799999999,Crocker Amazon,5.0,SingleFamily,87.0,6.0,1066575.0,817600,94112.0,1.0,0.0,0
9487,4264 22nd St,1305000,12/31/2012,2374,3.0,3.0,1650.0,12/31/2012,1305000.0,37.754352000000004,-122.440376,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,105.0,4.0,2172227.0,1718500,94114.0,3.0,0.0,0
9488,677 Sanchez St,3025000,12/31/2012,2622,2.0,4.0,2000.0,12/31/2012,3025000.0,37.758408,-122.42998500000002,Eureka Valley - Dolores Heights - Castro,10.0,SingleFamily,100.0,5.0,5692202.0,1718500,94114.0,2.0,0.0,0
9489,2235 45th Ave,545000,12/31/2012,2996,1.0,2.0,1350.0,12/31/2012,545000.0,37.744847,-122.50409199999999,Outer Parkside,6.0,SingleFamily,85.0,6.0,1007770.0,982900,94116.0,1.0,0.0,0
9490,2337 16th Ave,1011000,12/31/2012,2265,2.0,3.0,1730.0,12/31/2012,1011000.0,37.744307,-122.473075,Inner Parkside,8.0,SingleFamily,86.0,6.0,1487963.0,1304500,94116.0,2.0,0.0,0
9491,527 15th Ave,1280000,12/31/2012,3184,3.0,4.0,2020.0,12/31/2012,1280000.0,37.778082,-122.474134,Central Richmond,11.0,SingleFamily,100.0,5.0,2012873.0,1480400,94118.0,3.0,0.0,0
9492,223 Spruce St,7050000,12/31/2012,3746,4.5,6.0,5760.0,12/31/2012,7050000.0,37.788434,-122.453998,Presidio Heights,11.0,SingleFamily,112.0,4.0,10215115.0,5244900,94118.0,4.0,0.5,0
9493,847 40th Ave,857500,12/31/2012,2996,2.0,3.0,2340.0,12/31/2012,857500.0,37.772793,-122.500658,Outer Richmond,8.0,SingleFamily,87.0,6.0,1484579.0,1187700,94121.0,2.0,0.0,0
9494,2121 Noriega St,800000,12/31/2012,2321,2.0,3.0,1617.0,12/31/2012,800000.0,37.753541999999996,-122.486544,Central Sunset,7.0,SingleFamily,74.0,7.0,1235820.0,1111300,94122.0,2.0,0.0,0
9495,108 Mallorca Way,1395000,12/31/2012,6098,2.0,2.0,1700.0,12/31/2012,1395000.0,37.801805,-122.43727,Marina,7.0,Condominium,87.0,6.0,1844278.0,2157700,94123.0,2.0,0.0,0
9496,1033 Ingerson Ave,125000,12/31/2012,2500,1.0,2.0,680.0,04/02/2013,320000.0,37.719246000000005,-122.393795,Bayview,4.0,SingleFamily,105.0,4.0,526765.0,719000,94124.0,1.0,0.0,0
9497,1290 Portola Dr,1190000,12/31/2012,5248,3.0,3.0,2352.0,12/31/2012,1190000.0,37.740259,-122.46321599999999,West Portal,6.0,SingleFamily,87.0,6.0,2553819.0,1551600,94127.0,3.0,0.0,0
9498,21 San Pablo Ave,1450000,12/31/2012,4334,2.0,4.0,3000.0,12/31/2012,1450000.0,37.739853000000004,-122.46100200000001,St. Francis Wood,8.0,SingleFamily,87.0,6.0,2683004.0,3009100,94127.0,2.0,0.0,0
9499,970 Duncan St APT 205F,450000,12/31/2012,6880,2.0,2.0,1175.0,12/31/2012,450000.0,37.745384,-122.442035,Diamond Heights,4.0,Condominium,40.0,11.0,820432.0,1070100,94131.0,2.0,0.0,0
9500,2218 Castro St,1295000,12/31/2012,2622,2.5,3.0,1650.0,12/31/2012,1295000.0,37.743745000000004,-122.43368999999998,Noe Valley,6.0,Condominium,5.0,14.0,1886727.0,1751900,94131.0,2.0,0.5,0
9501,2400 Diamond St,1885000,12/31/2012,3049,3.0,3.0,2200.0,12/31/2012,1885000.0,37.738337,-122.43581299999998,Glen Park,9.0,SingleFamily,66.0,8.0,4113436.0,1628900,94131.0,3.0,0.0,0
9502,2120 Stockton St APT 305,475000,12/31/2012,36590,1.0,1.0,699.0,12/31/2012,475000.0,37.80553,-122.40996899999999,Telegraph Hill,3.0,Condominium,32.0,12.0,805303.0,1215500,94133.0,1.0,0.0,0
9503,225 Brookdale Ave,430000,12/31/2012,2848,2.0,3.0,1460.0,12/31/2012,430000.0,37.710378000000006,-122.42268999999999,Visitacion Valley,5.0,SingleFamily,55.0,9.0,786047.0,690400,94134.0,2.0,0.0,0
9504,400 Pioche St,615000,12/31/2012,1271,2.0,3.0,1600.0,12/31/2012,615000.0,37.728114,-122.422574,Portola,6.0,SingleFamily,70.0,8.0,916434.0,891600,94134.0,2.0,0.0,0
9506,266 University St,925000,12/31/2012,3380,3.0,3.0,3025.0,12/31/2012,925000.0,37.726588,-122.414359,Portola,7.0,SingleFamily,52.0,10.0,1246865.0,891600,94134.0,3.0,0.0,0
9507,601 Van Ness Ave APT 752,425000,12/28/2012,871,1.0,1.0,855.0,12/28/2012,425000.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,30.0,12.0,725861.0,839200,94102.0,1.0,0.0,0
9508,555 4th St UNIT 441,535500,12/28/2012,63237,1.0,1.0,694.0,12/28/2012,535500.0,37.779422,-122.39668999999999,South of Market,4.0,Condominium,5.0,14.0,765664.0,957300,94107.0,1.0,0.0,0
9509,200 Brannan St STE 337,2700000,12/28/2012,72899,3.5,3.0,3047.0,12/28/2012,2700000.0,37.783594,-122.390725,South Beach,7.0,Condominium,8.0,14.0,4200994.0,1269100,94107.0,3.0,0.5,0
9510,1483 Sutter St APT 1001,659000,12/28/2012,4356,1.0,1.0,1050.0,12/28/2012,659000.0,37.78675,-122.42423500000001,Van Ness - Civic Center,4.0,Condominium,19.0,13.0,961917.0,839200,94109.0,1.0,0.0,0
9511,108 San Jose Ave # 1,875500,12/28/2012,2305,2.0,3.0,1300.0,03/04/2015,1315000.0,37.753034,-122.421806,Mission,6.0,Condominium,14.0,14.0,1402678.0,1167700,94110.0,2.0,0.0,0
9512,100 Shawnee Ave,400000,12/28/2012,2160,1.5,3.0,1078.0,12/31/2013,200000.0,37.718489,-122.446288,Outer Mission,5.0,SingleFamily,75.0,7.0,905260.0,804400,94112.0,1.0,0.5,0
9513,39 Lobos St,429500,12/28/2012,6590,2.0,4.0,1726.0,01/03/2014,665500.0,37.714669,-122.45346699999999,Oceanview,7.0,SingleFamily,40.0,11.0,950211.0,752700,94112.0,2.0,0.0,0
9514,4038 23rd St,1500000,12/28/2012,2848,1.5,3.0,1850.0,01/15/2014,2300000.0,37.753215000000004,-122.43293999999999,Noe Valley,6.0,SingleFamily,106.0,4.0,2402775.0,1751900,94114.0,1.0,0.5,0
9515,65-67 Caselli Ave,1754000,12/28/2012,2395,4.0,2.0,1955.0,12/28/2012,1754000.0,37.75953,-122.440463,Eureka Valley - Dolores Heights - Castro,8.0,MultiFamily2To4,94.0,5.0,2995345.0,1718500,94114.0,4.0,0.0,0
9516,336 Liberty St,2300000,12/28/2012,2848,3.0,2.0,2992.0,12/28/2012,2300000.0,37.757482,-122.428858,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,102.0,5.0,4216231.0,1718500,94114.0,3.0,0.0,0
9517,1021-1023 Divisadero St,392500,12/28/2012,3288,2.0,7.0,2950.0,12/28/2012,392500.0,37.779002,-122.43897199999999,North Panhandle,11.0,MultiFamily2To4,112.0,4.0,2270942.0,1211900,94115.0,2.0,0.0,0
9518,1300 Eddy St,763000,12/28/2012,1532,2.0,3.0,1900.0,05/14/2015,180000.0,37.782053999999995,-122.429923,Western Addition,5.0,SingleFamily,8.0,14.0,1311833.0,971300,94115.0,2.0,0.0,0
9519,2102 Baker St # 2100,950000,12/28/2012,1812,2.0,3.0,2034.0,12/28/2012,950000.0,37.79058,-122.444175,Pacific Heights,5.0,SingleFamily,106.0,4.0,3080642.0,1884400,94115.0,2.0,0.0,0
9520,1621 Mcallister St,1200000,12/28/2012,2840,2.0,7.0,3974.0,01/12/2016,2400000.0,37.777505,-122.43878500000001,North Panhandle,12.0,Duplex,116.0,4.0,2863161.0,1211900,94115.0,2.0,0.0,0
9521,2474 40th Ave,720000,12/28/2012,2996,2.0,3.0,1650.0,12/28/2012,720000.0,37.740691999999996,-122.49776499999999,Outer Parkside,7.0,SingleFamily,72.0,8.0,1265204.0,982900,94116.0,2.0,0.0,0
9522,375 Pacheco St,1435000,12/28/2012,3750,1.5,3.0,2260.0,12/28/2012,1435000.0,37.749389,-122.46326499999999,Forest Hill,6.0,SingleFamily,87.0,6.0,1896751.0,1926800,94116.0,1.0,0.5,0
9523,1324-1326 Hayes St,520000,12/28/2012,1754,1.0,1.0,2180.0,12/28/2012,520000.0,37.775117,-122.43831999999999,North Panhandle,6.0,MultiFamily2To4,112.0,4.0,2845374.0,1211900,94117.0,1.0,0.0,0
9524,369 Upper Ter,2450000,12/28/2012,2482,3.0,4.0,3178.0,12/28/2012,2450000.0,37.762889,-122.446271,Parnassus - Ashbury,10.0,SingleFamily,39.0,11.0,3946680.0,2111800,94117.0,3.0,0.0,0
9525,2108 Golden Gate Ave,930000,12/28/2012,40946,1.0,2.0,1289.0,12/28/2012,930000.0,37.77809,-122.4455,North Panhandle,5.0,Condominium,112.0,4.0,1093324.0,1211900,94118.0,1.0,0.0,0
9526,667 27th Ave,300000,12/28/2012,3000,1.0,2.0,1075.0,12/28/2012,300000.0,37.77681,-122.48697299999999,Central Richmond,5.0,SingleFamily,90.0,6.0,1001369.0,1480400,94121.0,1.0,0.0,0
9527,674 41st Ave,549000,12/28/2012,3001,1.0,2.0,1384.0,12/28/2012,549000.0,37.776014,-122.501304,Outer Richmond,5.0,Condominium,88.0,6.0,1063112.0,1187700,94121.0,1.0,0.0,0
9528,797 43rd Ave,675000,12/28/2012,2060,3.0,4.0,2155.0,12/28/2012,675000.0,37.773686,-122.503883,Outer Richmond,8.0,SingleFamily,87.0,6.0,1346440.0,1187700,94121.0,3.0,0.0,0
9529,259 32nd Ave,1295000,12/28/2012,2861,1.5,3.0,2141.0,10/08/2013,1927000.0,37.784356,-122.492869,Sea Cliff,6.0,SingleFamily,106.0,4.0,3400957.0,4400200,94121.0,1.0,0.5,0
9530,1562 34th Ave,985000,12/28/2012,3000,3.0,4.0,2225.0,12/28/2012,985000.0,37.757965000000006,-122.492526,Central Sunset,8.0,SingleFamily,71.0,8.0,1466182.0,1111300,94122.0,3.0,0.0,0
9531,3028 Laguna St,1300000,12/28/2012,1678,3.0,3.0,1507.0,12/28/2012,1300000.0,37.799337,-122.43065700000001,Cow Hollow,8.0,SingleFamily,112.0,4.0,2548658.0,2134300,94123.0,3.0,0.0,0
9532,1372 Francisco St,1800000,12/28/2012,2500,3.0,3.0,2172.0,06/13/2013,2700000.0,37.803082,-122.427798,Marina,7.0,SingleFamily,91.0,6.0,3694352.0,2157700,94123.0,3.0,0.0,0
9533,40 Borica St,800000,12/28/2012,57,1.5,3.0,1360.0,12/28/2012,800000.0,37.722433,-122.468079,Ingleside Terrace,6.0,SingleFamily,88.0,6.0,1241058.0,1621200,94127.0,1.0,0.5,0
9534,795 Teresita Blvd,925000,12/28/2012,3110,1.5,3.0,1315.0,12/28/2012,925000.0,37.734727,-122.445251,Miraloma Park,6.0,SingleFamily,64.0,8.0,1226832.0,1227600,94127.0,1.0,0.5,0
9535,950 Monterey Blvd,1221500,12/28/2012,7161,3.0,3.0,1940.0,12/28/2012,1221500.0,37.731108,-122.457825,Westwood Highlands,6.0,SingleFamily,88.0,6.0,1968079.0,1393200,94127.0,3.0,0.0,0
9536,111 San Benito Way,1475000,12/28/2012,4525,2.5,3.0,2349.0,12/28/2012,1475000.0,37.734544,-122.46685500000001,St. Francis Wood,8.0,SingleFamily,90.0,6.0,2374219.0,3009100,94127.0,2.0,0.5,0
9537,134 Hearst Ave,498000,12/28/2012,2809,1.0,2.0,825.0,12/28/2012,498000.0,37.730976,-122.440575,Sunnyside,4.0,SingleFamily,86.0,6.0,886738.0,1030800,94131.0,1.0,0.0,0
9538,113 Stoneridge Ln # 2209,268000,12/28/2012,3049,2.0,3.0,1588.0,12/28/2012,268000.0,37.710248,-122.42629199999999,Crocker Amazon,6.0,Condominium,18.0,13.0,796644.0,817600,94134.0,2.0,0.0,0
9539,110 Ankeny St,518000,12/28/2012,2395,2.0,4.0,1132.0,06/21/2013,678000.0,37.719639,-122.40513899999999,Visitacion Valley,7.0,SingleFamily,45.0,10.0,707633.0,690400,94134.0,2.0,0.0,0
9540,201 Harrison St APT 125,485000,12/27/2012,31799,1.0,1.0,496.0,12/27/2012,485000.0,37.787585,-122.39048000000001,South Beach,2.0,Condominium,21.0,13.0,637387.0,1269100,94105.0,1.0,0.0,0
9541,840 Powell St # 601,2700000,12/27/2012,6098,3.5,5.0,3077.0,12/27/2012,2700000.0,37.792682,-122.40883899999999,Nob Hill,9.0,Condominium,98.0,5.0,4212402.0,1440700,94108.0,3.0,0.5,0
9542,138 Coleridge St,760000,12/27/2012,2996,1.0,2.0,1125.0,12/27/2012,760000.0,37.743696,-122.42003999999999,Bernal Heights,5.0,SingleFamily,112.0,4.0,1228620.0,1214400,94110.0,1.0,0.0,0
9543,15 Nebraska St,791000,12/27/2012,2495,3.0,3.0,1610.0,12/27/2012,791000.0,37.740885999999996,-122.41014799999999,Bernal Heights,7.0,SingleFamily,112.0,4.0,1083135.0,1214400,94110.0,3.0,0.0,0
9544,118 Coso Ave,1179000,12/27/2012,1481,3.0,3.0,2220.0,12/27/2012,1179000.0,37.745821,-122.41790800000001,Bernal Heights,9.0,SingleFamily,103.0,4.0,2176579.0,1214400,94110.0,3.0,0.0,0
9545,883 Rolph St,523000,12/27/2012,2500,2.0,3.0,1188.0,12/27/2012,523000.0,37.711262,-122.42841399999999,Crocker Amazon,6.0,SingleFamily,62.0,9.0,852590.0,817600,94112.0,2.0,0.0,0
9546,3140 Clay St APT 4,794000,12/27/2012,958,1.0,1.0,1062.0,12/27/2012,794000.0,37.789640000000006,-122.44483999999999,Pacific Heights,3.0,Condominium,85.0,6.0,1053602.0,1884400,94115.0,1.0,0.0,0
9547,2908 Pacific Ave,6500000,12/27/2012,3831,5.5,5.0,6968.0,12/27/2012,6500000.0,37.792522999999996,-122.443381,Pacific Heights,12.0,SingleFamily,10.0,14.0,9866312.0,1884400,94115.0,5.0,0.5,0
9548,2126 27th Ave,729000,12/27/2012,3000,4.0,3.0,1848.0,12/27/2012,729000.0,37.747729,-122.48428700000001,Parkside,10.0,SingleFamily,66.0,8.0,1390611.0,1094000,94116.0,4.0,0.0,0
9549,125 Dorantes Ave,1650000,12/27/2012,3698,3.5,4.0,3401.0,12/27/2012,1650000.0,37.745434,-122.463819,Forest Hill,10.0,SingleFamily,85.0,6.0,2853038.0,1926800,94116.0,3.0,0.5,0
9550,310 Stanyan St APT 204,565000,12/27/2012,6534,2.0,2.0,1019.0,12/27/2012,565000.0,37.775353,-122.454473,Lone Mountain,4.0,Condominium,48.0,10.0,913171.0,1419600,94118.0,2.0,0.0,0
9551,143 Beaumont Ave,845000,12/27/2012,3069,2.0,2.0,1346.0,12/27/2012,845000.0,37.779173,-122.45469399999999,Lone Mountain,5.0,Condominium,75.0,7.0,1133129.0,1419600,94118.0,2.0,0.0,0
9552,2945 Scott St,3800000,12/27/2012,2269,4.0,4.0,3363.0,12/27/2012,3800000.0,37.797168,-122.440734,Cow Hollow,12.0,SingleFamily,84.0,6.0,5703790.0,2134300,94123.0,4.0,0.0,0
9553,1263 Revere Ave,425000,12/27/2012,2495,2.0,4.0,995.0,12/27/2012,425000.0,37.727891,-122.38404299999999,Bayview,5.0,SingleFamily,68.0,8.0,542595.0,719000,94124.0,2.0,0.0,0
9554,331 Teresita Blvd,632500,12/27/2012,3750,1.0,2.0,1645.0,11/25/2015,2229000.0,37.741738,-122.449895,Miraloma Park,5.0,SingleFamily,84.0,7.0,1998251.0,1227600,94127.0,1.0,0.0,0
9555,2096 Pine St,1700000,12/26/2012,2333,1.0,1.0,3562.0,10/17/2013,750000.0,37.788609,-122.430241,Lower Pacific Heights,4.0,Condominium,113.0,4.0,1184251.0,1146900,94115.0,1.0,0.0,0
9557,1479-1481 Revere Ave,215000,12/24/2012,5000,3.0,3.0,2248.0,12/24/2012,215000.0,37.730189,-122.38809499999999,Bayview,9.0,Duplex,112.0,4.0,944702.0,719000,94124.0,3.0,0.0,0
9558,1827 Jennings St,350000,12/24/2012,1537,2.0,2.0,962.0,12/24/2012,350000.0,37.728478,-122.38717199999999,Bayview,5.0,SingleFamily,97.0,5.0,675446.0,719000,94124.0,2.0,0.0,0
9559,3701 Market St APT 1,645000,12/24/2012,2178,2.0,2.0,1348.0,12/24/2012,645000.0,37.754521999999994,-122.44150400000001,Twin Peaks,5.0,MultiFamily2To4,50.0,10.0,1290718.0,1159200,94131.0,2.0,0.0,0
9560,4147 26th St,875000,12/24/2012,2988,1.0,1.0,1755.0,12/24/2012,875000.0,37.747925,-122.432505,Noe Valley,6.0,SingleFamily,102.0,5.0,1278989.0,1751900,94131.0,1.0,0.0,0
9561,129 Stratford Dr,840000,12/24/2012,3720,2.0,4.0,2297.0,12/24/2012,840000.0,37.722547999999996,-122.47323200000001,Lakeside,8.0,SingleFamily,71.0,8.0,1601741.0,1388300,94132.0,2.0,0.0,0
9562,70 Arleta Ave,533000,12/24/2012,2500,1.0,2.0,1560.0,12/24/2012,533000.0,37.713125,-122.40398400000001,Visitacion Valley,4.0,SingleFamily,65.0,8.0,816806.0,690400,94134.0,1.0,0.0,0
9563,244 Ivy St,525000,12/21/2012,0,1.0,1.0,518.0,12/21/2012,525000.0,37.777497,-122.422183,Van Ness - Civic Center,3.0,Condominium,105.0,4.0,660636.0,839200,94102.0,1.0,0.0,0
9564,967 Natoma St,825000,12/21/2012,1875,1.0,1.0,745.0,12/21/2012,825000.0,37.773715,-122.415603,South of Market,3.0,SingleFamily,95.0,5.0,980191.0,957300,94103.0,1.0,0.0,0
9565,382 Texas St,1300000,12/21/2012,2495,1.5,3.0,1560.0,12/21/2012,1300000.0,37.761602,-122.395771,Potrero Hill,6.0,SingleFamily,99.0,5.0,1753207.0,1264000,94107.0,1.0,0.5,0
9566,746-748 Wisconsin St,1465000,12/21/2012,3746,1.0,2.0,1993.0,12/21/2012,1465000.0,37.757934000000006,-122.39931000000001,Potrero Hill,10.0,SingleFamily,88.0,6.0,2623465.0,1264000,94107.0,1.0,0.0,0
9567,750 2nd St APT 602,2275000,12/21/2012,0,3.0,3.0,2075.0,04/16/2015,2825000.0,37.780006,-122.390274,South Beach,6.0,Condominium,2.0,15.0,3217530.0,1269100,94107.0,3.0,0.0,0
9568,849 Mason St APT 3,1335000,12/21/2012,1755,2.0,2.0,1350.0,12/21/2012,1335000.0,37.791447,-122.411029,Downtown,5.0,Condominium,95.0,5.0,2385407.0,795400,94108.0,2.0,0.0,0
9569,1150 Sacramento St APT 401,2500000,12/21/2012,1307,3.0,2.0,2589.0,12/21/2012,2500000.0,37.792984000000004,-122.411798,Nob Hill,6.0,Condominium,23.0,12.0,3830070.0,1440700,94108.0,3.0,0.0,0
9570,768 Guerrero St,1215000,12/21/2012,1307,2.0,2.0,1560.0,12/21/2012,1215000.0,37.758759000000005,-122.423851,Mission,6.0,Condominium,97.0,5.0,1259521.0,1167700,94110.0,2.0,0.0,0
